generation,timestamp,num_trees,avg_fitness,max_fitness,min_fitness,fitness_std,unique_architectures,avg_tree_age,total_data_allocated,competition_events,trees_pruned,trees_planted,selection_rate,disruption_type,disruption_severity,survival_rate,avg_training_loss,avg_learning_rate
71,1767473248.314243,4,2.342489212674824,3.4701956357857937,1.6593526771064115,0.6993376710874091,2,0.0,60,71,0,0,0.0,drought,0.4,1.0,1.2136647999286652,0.01
72,1767473248.3174684,4,2.298132120108253,3.394885793964213,1.6309341056623083,0.6792397959009625,2,0.0,100,72,0,0,0.0,,0.0,1.0,1.2178285419940948,0.01
73,1767473248.3206468,4,2.2685297989935953,3.319015273992854,1.6176062503170874,0.6526274051105369,2,0.0,100,73,1,1,0.25,,0.0,1.0,0.8134309947490692,0.01
74,1767473248.3247824,4,3.0505433361441585,4.874234056374029,1.8269473995813708,1.1740093149075272,1,0.0,100,74,0,0,0.0,,0.0,1.0,1.0346940904855728,0.01
75,1767473248.3277407,4,2.988352059461066,4.751194378063048,1.8047747607690845,1.1340888880818534,1,0.0,100,75,0,0,0.0,,0.0,1.0,1.0600645989179611,0.01
76,1767473248.3307462,4,2.92699096254125,4.633981693656304,1.7774771170960384,1.0990719187772702,1,0.0,100,76,0,0,0.0,flood,0.3,1.0,1.0673819482326508,0.01
77,1767473248.3338609,4,2.8773988332530194,4.549964959595924,1.7676825133982335,1.0716404768182426,1,0.0,100,77,0,0,0.0,,0.0,1.0,0.8791344910860062,0.01
78,1767473248.3367786,4,2.8194644730778906,4.436483043238633,1.748973884233943,1.0359085188823673,1,0.0,100,78,0,0,0.0,,0.0,1.0,1.0779652893543243,0.01
79,1767473248.3397489,4,2.760949704666438,4.32027480035267,1.7156859800628248,1.0003209275241607,1,0.0,100,79,0,0,0.0,,0.0,1.0,1.3003661781549454,0.01
80,1767473248.3427458,4,2.71188709633498,4.213118425636549,1.702952211838782,0.9632098130928122,1,0.0,100,80,0,0,0.0,,0.0,1.0,0.9404879659414291,0.01
