generation,timestamp,num_trees,avg_fitness,max_fitness,min_fitness,fitness_std,unique_architectures,avg_tree_age,total_data_allocated,competition_events,trees_pruned,trees_planted,selection_rate,disruption_type,disruption_severity,survival_rate,avg_training_loss,avg_learning_rate
32,1767473246.7414281,5,3.2157174097766204,4.8832714434641815,2.536176021780022,0.8964830633287039,1,0.0,100,32,0,0,0.0,,0.0,1.0,1.1982526063919068,0.01
33,1767473246.744986,5,3.1494863849542787,4.762249800242795,2.4963028739651403,0.8668186775677914,1,0.0,100,33,0,0,0.0,,0.0,1.0,1.048887801170349,0.01
34,1767473246.7484813,5,3.0814534835685095,4.64181630644757,2.449471288286146,0.836905758527582,1,0.0,100,34,0,0,0.0,,0.0,1.0,1.2339451789855957,0.01
35,1767473246.7520883,5,3.0141724348611105,4.525259862432422,2.400533497790901,0.8098947752640324,1,0.0,100,35,0,0,0.0,,0.0,1.0,1.2268817901611329,0.01
36,1767473246.755576,5,2.950487484651462,4.420690647728923,2.3678269876161915,0.7861579924495368,1,0.0,100,36,0,0,0.0,,0.0,1.0,1.221585476398468,0.01
37,1767473246.7590675,5,2.8915675894402235,4.307419578572595,2.3312441605677052,0.7555947951644518,1,0.0,100,37,0,0,0.0,,0.0,1.0,1.1102545976638794,0.01
38,1767473246.7625334,5,2.835548707316081,4.211272514507415,2.3083920975184262,0.7338374431656407,1,0.0,100,38,0,0,0.0,,0.0,1.0,1.065556824207306,0.01
39,1767473246.7661712,5,2.78274402398991,4.132204884923459,2.2623821459887052,0.721126763327639,1,0.0,100,39,0,0,0.0,,0.0,1.0,1.0926355481147767,0.01
40,1767473246.7696364,5,2.7262442675061225,4.035112830542902,2.2272472393354583,0.6984464178634762,1,0.0,100,40,0,0,0.0,,0.0,1.0,1.1426358222961426,0.01
41,1767473246.7731175,5,2.670633969404533,3.9367538002568376,2.179166154172135,0.6743903200264879,1,0.0,100,41,1,0,0.2,,0.0,1.0,1.2500301599502563,0.01
42,1767473246.776449,4,2.7426328448334925,3.8438386718373483,2.1813812105429555,0.6773818228788444,1,0.0,100,42,0,0,0.0,,0.0,1.0,0.9349122792482376,0.01
43,1767473246.779343,4,2.687679428905222,3.7589480925642724,2.139680143683643,0.6577729161192468,1,0.0,100,43,0,0,0.0,,0.0,1.0,1.1334080398082733,0.01
44,1767473246.782229,4,2.636976797323355,3.680069686411691,2.101578387034556,0.641842313604577,1,0.0,100,44,0,0,0.0,,0.0,1.0,1.0371443629264832,0.01
45,1767473246.7851284,4,2.587445053966785,3.591555582491181,2.0655339055590227,0.6201787622470255,1,0.0,100,45,0,0,0.0,,0.0,1.0,1.063819259405136,0.01
46,1767473246.7880054,4,2.549284346159619,3.5091034201042786,2.0392646376645263,0.5931752952869076,1,0.0,100,46,0,1,0.0,,0.0,1.0,0.8253896683454514,0.01
47,1767473246.7926452,5,2.997122911374158,4.912541257320319,2.023940716694096,1.09140292400107,1,0.0,100,47,0,0,0.0,,0.0,1.0,0.6562792062759399,0.01
48,1767473246.7963135,5,2.940401308800535,4.803611491628284,1.9823215373626064,1.0594170580601376,1,0.0,100,48,0,0,0.0,,0.0,1.0,1.0773353695869445,0.01
49,1767473246.7998824,5,2.881043810687175,4.68583057970612,1.9489945382244063,1.0288157169439478,1,0.0,100,49,0,0,0.0,,0.0,1.0,1.0665995121002196,0.01
50,1767473246.8035026,5,2.824037294751391,4.585621298292491,1.9360722879881622,1.000803893646238,1,0.0,100,50,0,0,0.0,,0.0,1.0,1.1733692288398743,0.01
